0.00000e+00 6.85172e+07 1.43886e+04
0.00000e+00 6.85172e+07 1.43886e+04
1.00000e-03 6.85126e+07 2.26092e+04
2.00000e-03 6.84986e+07 3.39070e+04
3.00000e-03 6.84753e+07 4.93024e+04
4.00000e-03 6.84427e+07 6.15986e+04
5.00000e-03 6.84008e+07 7.38730e+04
6.00000e-03 6.83496e+07 7.17673e+04
7.00000e-03 6.82892e+07 8.19471e+04
8.00000e-03 6.82196e+07 1.10516e+05
9.00000e-03 6.81407e+07 1.32874e+05
1.00000e-02 6.80527e+07 1.34744e+05
1.10000e-02 6.79555e+07 1.34552e+05
1.20000e-02 6.78492e+07 1.98459e+05
1.30000e-02 6.77339e+07 2.13362e+05
1.40000e-02 6.76095e+07 1.97759e+05
1.50000e-02 6.74762e+07 2.26721e+05
1.60000e-02 6.73339e+07 1.88873e+05
1.70000e-02 6.71829e+07 1.99534e+05
1.80000e-02 6.70230e+07 2.29220e+05
1.90000e-02 6.68543e+07 2.00564e+05
2.00000e-02 6.66770e+07 3.78062e+05
2.10000e-02 6.64911e+07 3.07191e+05
2.20000e-02 6.62966e+07 2.28725e+05
2.30000e-02 6.60937e+07 3.09321e+05
2.40000e-02 6.58824e+07 3.21180e+05
2.50000e-02 6.56628e+07 3.58522e+05
2.60000e-02 6.54350e+07 3.71020e+05
2.70000e-02 6.51990e+07 3.55991e+05
2.80000e-02 6.49550e+07 3.10813e+05
2.90000e-02 6.47031e+07 3.49400e+05
3.00000e-02 6.44433e+07 3.29630e+05
3.10000e-02 6.41757e+07 4.31265e+05
3.20000e-02 6.39005e+07 3.47941e+05
3.30000e-02 6.36177e+07 3.56899e+05
3.40000e-02 6.33275e+07 3.32473e+05
3.50000e-02 6.30299e+07 3.40364e+05
3.60000e-02 6.27252e+07 3.82940e+05
3.70000e-02 6.24132e+07 3.91333e+05
3.80000e-02 6.20943e+07 4.35904e+05
3.90000e-02 6.17685e+07 4.44736e+05
4.00000e-02 6.14359e+07 6.04532e+05
4.10000e-02 6.10967e+07 4.61892e+05
4.20000e-02 6.07510e+07 3.91844e+05
4.30000e-02 6.03988e+07 3.98633e+05
4.40000e-02 6.00404e+07 4.86328e+05
4.50000e-02 5.96759e+07 5.35292e+05
4.60000e-02 5.93053e+07 6.27152e+05
4.70000e-02 5.89288e+07 5.51571e+05
4.80000e-02 5.85466e+07 5.16378e+05
4.90000e-02 5.81588e+07 4.36188e+05
5.00000e-02 5.77655e+07 6.62854e+05
5.10000e-02 5.73669e+07 8.05423e+05
5.20000e-02 5.69631e+07 4.52852e+05
5.30000e-02 5.65542e+07 4.58082e+05
5.40000e-02 5.61404e+07 5.09466e+05
5.50000e-02 5.57218e+07 6.55279e+05
5.60000e-02 5.52986e+07 5.20074e+05
5.70000e-02 5.48709e+07 5.72841e+05
5.80000e-02 5.44389e+07 7.22662e+05
5.90000e-02 5.40026e+07 5.83217e+05
6.00000e-02 5.35623e+07 5.88100e+05
6.10000e-02 5.31182e+07 7.40982e+05
6.20000e-02 5.26702e+07 7.96354e+05
6.30000e-02 5.22187e+07 5.01289e+05
6.40000e-02 5.17636e+07 5.04684e+05
6.50000e-02 5.13053e+07 6.60283e+05
6.60000e-02 5.08438e+07 5.62065e+05
6.70000e-02 5.03793e+07 6.16626e+05
6.80000e-02 4.99120e+07 6.71549e+05
6.90000e-02 4.94419e+07 9.34432e+05
7.00000e-02 4.89693e+07 5.73661e+05
7.10000e-02 4.84943e+07 5.76098e+05
7.20000e-02 4.80169e+07 5.25772e+05
7.30000e-02 4.75375e+07 6.85951e+05
7.40000e-02 4.70561e+07 8.46993e+05
7.50000e-02 4.65729e+07 8.49474e+05
7.60000e-02 4.60880e+07 6.91998e+05
7.70000e-02 4.56016e+07 9.06999e+05
7.80000e-02 4.51138e+07 5.88048e+05
7.90000e-02 4.46248e+07 5.89038e+05
8.00000e-02 4.41346e+07 5.89851e+05
8.10000e-02 4.36435e+07 8.05215e+05
8.20000e-02 4.31517e+07 6.44681e+05
8.30000e-02 4.26591e+07 1.02125e+06
8.40000e-02 4.21660e+07 6.45136e+05
8.50000e-02 4.16726e+07 5.37575e+05
8.60000e-02 4.11789e+07 7.52338e+05
8.70000e-02 4.06851e+07 5.90748e+05
8.80000e-02 4.01913e+07 5.36557e+05
8.90000e-02 3.96977e+07 6.43109e+05
9.00000e-02 3.92043e+07 8.02717e+05
9.10000e-02 3.87114e+07 5.34226e+05
9.20000e-02 3.82191e+07 6.39797e+05
9.30000e-02 3.77274e+07 6.38360e+05
9.40000e-02 3.72365e+07 6.36757e+05
9.50000e-02 3.67466e+07 7.93744e+05
9.60000e-02 3.62577e+07 7.38588e+05
9.70000e-02 3.57700e+07 6.83583e+05
9.80000e-02 3.52836e+07 5.23976e+05
9.90000e-02 3.47986e+07 8.35193e+05
1.00000e-01 3.43151e+07 5.71881e+05
1.01000e-01 3.38333e+07 7.76502e+05
1.02000e-01 3.33532e+07 9.27588e+05
1.03000e-01 3.28750e+07 7.18017e+05
1.04000e-01 3.23987e+07 5.61328e+05
1.05000e-01 3.19245e+07 6.09145e+05
1.06000e-01 3.14525e+07 8.07734e+05
1.07000e-01 3.09828e+07 8.03108e+05
1.08000e-01 3.05154e+07 5.98737e+05
1.09000e-01 3.00505e+07 6.44610e+05
1.10000e-01 2.95882e+07 6.40463e+05
1.11000e-01 2.91285e+07 4.89378e+05
1.12000e-01 2.86715e+07 5.83201e+05
1.13000e-01 2.82174e+07 5.30790e+05
1.14000e-01 2.77662e+07 6.22680e+05
1.15000e-01 2.73180e+07 5.22885e+05
1.16000e-01 2.68729e+07 5.65962e+05
1.17000e-01 2.64309e+07 5.14627e+05
1.18000e-01 2.59922e+07 5.10371e+05
1.19000e-01 2.55567e+07 5.06037e+05
1.20000e-01 2.51246e+07 5.47227e+05
1.21000e-01 2.46960e+07 4.97142e+05
1.22000e-01 2.42708e+07 6.26927e+05
1.23000e-01 2.38493e+07 7.09766e+05
1.24000e-01 2.34313e+07 5.71147e+05
1.25000e-01 2.30171e+07 5.65533e+05
1.26000e-01 2.26065e+07 6.02920e+05
1.27000e-01 2.21998e+07 4.68860e+05
1.28000e-01 2.17969e+07 5.06123e+05
1.29000e-01 2.13980e+07 4.17258e+05
1.30000e-01 2.10029e+07 5.36514e+05
1.31000e-01 2.06119e+07 4.48920e+05
1.32000e-01 2.02248e+07 5.24522e+05
1.33000e-01 1.98419e+07 5.18457e+05
1.34000e-01 1.94630e+07 3.94115e+05
1.35000e-01 1.90883e+07 5.84084e+05
1.36000e-01 1.87178e+07 5.76956e+05
1.37000e-01 1.83514e+07 4.55833e+05
1.38000e-01 1.79893e+07 3.75062e+05
1.39000e-01 1.76315e+07 7.03466e+05
1.40000e-01 1.72780e+07 4.38493e+05
