# Chi2 Rg SupportVolume
3.01696e+02 6.48100e+01 3.37500e+06
3.01073e+02 6.48107e+01 3.37500e+06
3.00454e+02 6.48114e+01 3.37500e+06
2.99839e+02 6.48122e+01 3.37500e+06
2.99230e+02 6.48128e+01 3.37500e+06
2.98622e+02 6.48135e+01 3.37500e+06
2.98016e+02 6.48143e+01 3.37500e+06
2.97411e+02 6.48150e+01 3.37500e+06
2.96808e+02 6.48157e+01 3.37500e+06
2.96207e+02 6.48163e+01 3.37500e+06
2.95607e+02 6.48168e+01 3.37500e+06
2.95011e+02 6.48173e+01 3.37500e+06
2.94417e+02 6.48179e+01 3.37500e+06
2.93824e+02 6.48184e+01 3.37500e+06
